Subject,Gamble,Domain,p_Meanfix,q_Meanfix,x_Meanfix,y_Meanfix,p_TotalFix,q_TotalFix,x_TotalFix,y_TotalFix,risk_selected,response_time
19,5,2,96.66999999997206,200.02799999993294,87.48412499995902,33.356999999901745,5,1,8,2,1,3974
19,20,2,66.68533333324983,45.821999999985565,33.33866666672596,66.67800000007264,3,4,3,1,1,2421
19,16,2,56.253499999977066,49.99300000013318,90.0147999999579,79.20300000000861,8,1,5,4,1,7003
19,48,2,83.33150000008754,0.0,83.32800000009593,99.98499999998603,2,0,1,1,1,1429
19,40,2,49.999800000013785,66.65350000007311,100.00300000002608,0.0,5,2,1,0,1,3204
19,21,2,75.92977777779258,33.37800000014249,76.75160000000615,49.978999999933876,9,1,5,1,1,6746
19,1,2,41.64749999990454,94.44533333334451,41.612000000081025,47.940624999959255,2,15,2,8,1,9385
19,34,2,156.61360000001733,49.99533333334451,58.36149999999907,50.01049999995545,5,3,2,6,1,3456
19,61,2,62.12927272727459,66.67200000002049,73.8087142857091,66.69500000006519,11,2,7,1,1,4091
19,62,2,99.95700000005309,49.98600000003353,33.381999999983236,75.00200000003679,1,1,1,2,1,1470
19,60,2,66.65399999986403,33.33699999982491,0.0,0.0,1,1,0,0,1,1289
19,69,2,83.33049999998184,75.27433333334436,33.26799999992363,76.73879999998026,2,6,1,5,1,6436
19,67,2,38.89799999996709,50.00300000005518,0.0,66.67450000002282,3,4,0,4,1,3600
19,35,2,58.33975000001374,59.084090909105726,33.32800000005712,116.70433333337617,4,11,3,3,0,5734
19,18,2,67.88492857140955,90.03280000002124,72.21166666665037,33.336999999999534,14,5,6,4,0,7238
19,52,2,50.04425000003539,33.33100000000559,33.33500000007916,61.108666666628174,4,1,1,3,1,1986
19,42,2,77.75444444444858,75.01350000000093,122.26766666661327,216.77600000007078,9,6,3,1,1,3775
19,47,2,116.6820000000298,66.65400000009686,124.99799999993411,83.23899999994319,2,1,4,1,1,1750
19,59,2,70.80824999994365,41.6624999998603,83.2949999999255,0.0,4,2,1,0,1,1574
19,12,2,66.65949999995064,33.338000000221655,0.0,0.0,2,1,0,0,1,915
19,53,2,33.329000000143424,33.32566666680699,0.0,49.98600000003353,1,3,0,1,0,2181
19,66,2,41.656999999977415,83.30616666663748,54.163249999983236,36.627399999974294,8,6,4,5,1,4620
19,37,2,16.716999999945983,0.0,0.0,0.0,1,0,0,0,1,729
20,10,1,133.36387499999864,45.813750000000255,104.34049999999979,158.33200000000215,8,4,8,2,0,4850
20,24,1,66.76399999999921,88.8653333333338,111.07599999999972,166.62274999999954,2,3,3,4,0,2846
20,54,1,166.54749999999694,216.58250000000044,70.0077999999965,77.14137500000015,2,2,5,8,0,3866
20,39,1,138.89266666667027,186.68659999999946,83.39015384615665,105.14239999999918,6,5,13,10,0,10013
20,59,1,88.8833333333314,133.44400000000314,112.48149999999441,366.58400000000256,3,1,4,1,0,2289
20,8,1,61.14749999999791,66.66899999999441,104.18325000000004,400.002999999997,6,1,4,1,1,2692
20,53,1,0.0,0.0,70.82775000000038,106.00233333333502,0,0,4,3,0,1917
20,20,1,91.65750000000116,0.0,127.85566666667,299.7890000000043,2,0,3,1,0,3480
20,51,1,0.0,0.0,0.0,0.0,0,0,0,0,0,6907
20,23,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2717
20,6,1,0.0,0.0,0.0,0.0,0,0,0,0,1,7398
20,31,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2724
20,17,1,0.0,0.0,0.0,0.0,0,0,0,0,0,5910
20,55,1,0.0,0.0,0.0,0.0,0,0,0,0,0,7641
20,37,1,0.0,0.0,0.0,0.0,0,0,0,0,1,6165
20,22,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2691
20,71,1,0.0,0.0,0.0,0.0,0,0,0,0,0,3814
20,47,1,0.0,0.0,0.0,0.0,0,0,0,0,1,3955
20,40,1,0.0,0.0,0.0,0.0,0,0,0,0,1,8786
20,41,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1907
20,27,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1739
20,62,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2430
20,68,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1538
20,19,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2218
20,34,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1606
20,13,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1637
20,58,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1817
20,12,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1719
20,64,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1135
20,72,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1633
20,33,1,122.82949999999255,50.00199999997858,112.73825000000943,33.37533333332976,6,1,4,3,0,3669
20,70,1,187.5187500000029,104.17924999999377,180.9768571428597,68.33499999999476,4,4,7,10,1,6575
20,5,1,25.285999999992782,66.67949999999837,83.31750000000466,50.01149999999325,2,2,2,4,0,1653
20,65,1,83.35080000000308,122.27899999999984,101.65709999999672,137.47712500000125,5,6,10,8,0,5553
20,45,1,74.99899999999616,155.5026666666672,77.78633333334194,94.4383333333438,2,3,3,3,0,1984
20,14,1,33.329499999978,88.862999999983,116.83999999999651,166.6640000000043,2,3,1,2,0,1631
20,29,1,55.12153846153524,74.08111111110581,100.00499999997555,91.65500000000854,13,9,1,6,1,5612
20,25,1,0.0,83.27800000002026,47.35500000000466,99.9995000000199,0,1,5,2,0,2161
20,1,1,70.84225000000151,33.312000000005355,33.33750000002328,41.6710000000312,4,2,2,2,0,1663
20,21,1,58.16500000000815,83.31599999993341,94.4513333333307,149.9880000000121,2,1,3,1,0,1731
20,49,1,76.72360000000336,58.26150000002235,100.22899999999208,141.6424999999872,5,2,1,2,0,2267
20,57,1,83.3299999999969,33.336000000010245,94.450333333322,0.0,3,1,6,0,1,2975
20,28,1,83.21399999997811,183.32800000003772,0.0,80.00599999999395,1,1,0,5,0,1517
20,52,1,127.74966666667024,0.0,100.03150000001187,0.0,3,0,2,0,0,2446
20,60,1,122.22199999997004,100.8114999999816,233.29300000000512,83.84333333332324,3,2,1,3,1,3360
20,67,1,50.03233333333628,89.9655999999959,63.87400000000101,146.6636000000057,3,5,6,5,1,3929
20,36,1,205.5799999999969,33.31099999998696,72.21900000004098,75.01399999999558,3,3,3,2,0,3761
20,11,1,66.67800000001444,116.67900000003283,0.0,63.30239999998594,1,2,0,5,0,1664
20,56,1,0.0,72.2215000000142,83.34899999998743,119.43499999998797,0,6,2,6,0,3363
20,16,1,124.99000000001979,37.53550000002724,0.0,44.44166666670935,2,4,0,3,0,2882
20,4,1,72.919624999995,149.99111111110284,54.763571428592385,106.52008695653184,8,9,7,23,1,16828
20,66,1,127.707666666635,122.17866666667396,50.163999999989755,116.69719999999506,3,3,1,5,0,2848
20,44,1,104.18925000001036,170.37680000001563,33.34399999998277,81.20985714283805,4,5,1,7,0,4820
20,32,1,124.92149999999674,41.6929999999993,100.03879999998026,33.32700000004843,2,4,5,1,1,3553
20,42,1,83.34775000001537,41.77650000000722,168.31380000000354,0.0,8,2,10,0,0,4279
20,69,1,54.18099999999686,41.68400000000838,111.0679999999896,59.98619999999646,4,2,3,5,0,5130
20,73,1,33.32700000004843,200.1149999999907,33.335000000020955,38.917666666655954,1,1,1,3,0,3467
20,7,1,116.60399999996298,33.25500000000466,97.41579999998211,66.71800000005169,2,1,5,1,0,3533
20,30,1,83.3300000000163,49.99833333332208,49.93699999997625,87.50375000001804,1,6,1,4,1,2998
20,38,1,58.33640000000596,76.64340000000084,113.88016666665014,33.33199999999488,10,5,6,1,0,6069
20,9,1,66.799666666678,97.19399999997889,49.9220000000787,105.55666666664183,3,6,1,3,0,2759
20,3,1,152.09512499999983,66.5010000000184,104.53063636363103,38.89800000006411,8,2,11,3,0,7422
20,61,1,150.13399999996182,33.32500000001164,183.3420000000042,33.3289999999688,1,1,1,1,1,1395
20,46,1,136.66720000002533,83.31600000004983,116.68549999996321,133.28700000001118,5,1,4,2,1,7897
20,26,1,49.99950000003446,216.61050000000978,33.325500000006286,105.55199999998634,2,2,2,3,0,2474
20,75,1,183.33499999999185,0.0,154.13874999999825,58.32449999995879,2,0,4,2,0,2274
20,50,1,74.98949999999604,99.99900000001071,208.35399999996298,111.06533333333209,6,1,2,3,0,2551
20,48,1,108.33100000003469,52.81533333334179,177.7620000000267,33.335000000020955,2,6,3,1,0,4848
20,35,1,141.6960000000836,83.33350000000792,62.484250000008615,54.15274999999383,2,2,4,4,1,2108
20,74,1,141.70799999998417,0.0,74.99200000002747,49.997333333361894,2,0,2,3,0,1965
20,43,1,0.0,158.3420000000042,0.0,76.63619999999646,0,2,0,5,0,1654
20,63,1,41.66899999999441,86.6435999999987,83.32999999995809,94.53333333332557,2,5,1,3,0,2033
20,15,1,105.5763333333307,122.19733333333473,0.0,77.78433333335367,3,3,0,3,0,2680
20,2,1,54.14475000000675,111.10899999998703,83.34600000001956,158.36274999998568,4,6,1,4,1,3249
20,18,1,0.0,116.62599999998929,66.65000000002328,75.15099999998347,0,2,1,2,0,1558
20,60,2,73.32889999998733,82.1642857142932,0.0,0.0,10,14,0,0,1,4610
20,24,2,0.0,0.0,122.220555555554,62.49600000000404,0,0,9,12,1,4526
20,4,2,179.64333333333747,83.35060000000522,0.0,0.0,18,5,0,0,1,6686
20,48,2,0.0,0.0,58.33399999994435,197.62399999993588,0,0,4,7,1,3569
20,36,2,126.68979999998119,146.31588888887524,0.0,0.0,5,9,0,0,1,3457
20,47,2,306.25487499998417,87.49399999994785,0.0,0.0,8,4,0,0,1,4291
20,16,2,192.60655555557202,79.18349999998463,0.0,0.0,9,4,0,0,1,5133
20,46,2,166.75,111.16016666661017,94.73133333333924,0.0,1,6,3,0,1,4478
20,45,2,76.16385714290664,0.0,105.55200000002515,66.66666666670547,7,0,3,3,1,2360
20,71,2,68.54333333333489,103.33979999998118,161.17166666663252,99.98499999998603,9,5,3,2,1,5552
20,72,2,58.36549999995623,145.8465000000142,66.63559999999124,54.17624999996042,4,4,5,8,1,5063
20,64,2,119.44500000002638,116.6480000000447,188.88866666669492,55.534666666644625,6,1,6,3,0,4754
20,53,2,100.01199999998789,45.89650000000256,83.57466666664307,45.83949999997276,4,4,6,4,1,4090
20,26,2,172.18033333332278,105.61733333335724,149.96633333332525,133.34399999992456,3,3,3,1,0,3753
20,58,2,33.33666666663097,133.32471428570403,0.0,73.29920000003185,3,7,0,5,1,6579
20,35,2,216.6865000000107,141.70249999995576,108.36249999998836,164.59312500002852,2,4,2,8,1,3922
20,59,2,0.0,100.04266666667536,149.9890000000596,127.80999999997827,0,3,1,3,1,1986
20,3,2,91.68149999994785,200.00699999998324,43.337999999988824,100.01724999997532,2,1,5,4,1,2265
20,11,2,138.95200000000963,0.0,183.37649999995483,44.45200000004843,3,0,2,3,1,1939
20,56,2,199.96433333330788,92.3786666666468,225.06850000005215,33.29599999997299,3,3,4,1,1,4315
20,14,2,79.60933333336531,0.0,125.03425000002608,75.26500000001397,3,0,4,2,1,2165
20,30,2,177.77366666670423,16.728999999933876,104.16599999999744,33.319000000017695,3,1,4,1,1,2180
20,9,2,116.66733333328739,108.38100000005215,74.9989999999525,49.98899999994319,3,2,2,3,1,3001
20,33,2,0.0,83.32060000000055,83.35249999997905,77.7803333333383,0,5,2,3,1,2207
20,15,2,100.02166666668684,33.3334999998915,188.84033333327775,39.98859999997076,3,2,3,5,1,4381
20,39,2,54.2160000000149,35.97333333326969,87.64174999998068,0.0,1,3,4,0,1,2299
20,18,2,183.31375000000116,72.25599999999395,113.64979999996721,45.83374999996158,4,6,5,4,1,8581
20,22,2,83.35519999999087,133.3217500000028,66.68724999998813,152.4097142857167,5,8,4,7,0,5564
20,6,2,116.7105000000447,216.64199999999255,83.33400000008987,111.89685714288082,2,1,2,7,1,3315
20,57,2,88.88166666669228,183.32224999999744,85.69842857142378,194.50983333335412,6,4,7,6,1,5756
20,61,2,44.438000000004344,173.80285714285648,16.707999999984168,71.32750000001397,3,7,1,4,1,7330
20,2,2,0.0,149.94866666659559,149.99400000006426,0.0,0,3,1,0,1,1706
20,7,2,0.0,0.0,99.99549999996088,111.10366666670113,0,0,2,3,1,1172
20,75,2,0.0,66.65600000007544,41.94650000002002,266.6820000000298,0,1,2,1,1,1684
20,49,2,65.01437500002794,216.5920000000624,116.68083333328832,99.99749999999767,8,1,6,2,1,4542
20,65,2,41.658500000077765,58.30349999992177,70.83124999995925,50.21400000003632,2,2,4,1,1,1926
20,8,2,116.58599999989383,102.7433999999892,77.79816666670376,94.42633333336562,1,5,6,6,1,3647
20,25,2,133.35374999993655,40.01840000003576,0.0,0.0,8,5,0,0,1,4427
20,20,2,0.0,0.0,55.54199999999643,63.871166666659214,0,0,6,6,1,4055
20,19,2,0.0,0.0,72.96700000001874,90.01379999995697,0,0,8,5,1,4850
20,74,2,30.034000000008383,91.66583333329375,0.0,0.0,5,6,0,0,0,7054
20,37,2,41.67049999994924,66.6672499999695,33.447999999974854,0.0,2,4,1,0,1,2299
20,5,2,0.0,0.0,83.33699999994133,50.00799999991432,0,0,1,1,1,1084
20,66,2,116.7160000000149,34.623000000137836,0.0,0.0,1,1,0,0,1,3350
20,21,2,0.0,0.0,41.6929999999702,86.69859999995678,0,0,2,5,1,2030
20,44,2,88.10171428572254,0.0,0.0,0.0,7,0,0,0,1,2740
20,38,2,66.63533333335847,54.15324999994482,0.0,0.0,3,4,0,0,1,1507
20,62,2,58.33199999999488,94.44816666666884,0.0,0.0,6,6,0,0,1,2438
20,67,2,0.0,0.0,86.46727272723166,50.012583333310126,0,0,11,12,1,7600
20,69,2,41.6864999999525,40.00419999996666,0.0,0.0,2,5,0,0,0,5079
20,68,2,33.37599999995049,108.8024117646958,0.0,0.0,6,17,0,0,1,9074
20,23,2,0.0,0.0,66.67020000002813,50.00699999986682,0,0,5,1,1,1837
20,34,2,0.0,0.0,83.33499999999185,50.014000000044085,0,0,4,3,1,2049
20,73,2,0.0,0.0,79.16749999998137,58.32574999998906,0,0,4,4,1,2259
20,52,2,0.0,0.0,33.35799999994924,50.01000000000931,0,0,2,1,1,2022
20,50,2,0.0,0.0,33.33299999998417,75.1404999999213,0,0,2,2,1,1355
20,51,2,79.1621875000128,57.16114285717985,0.0,0.0,16,7,0,0,1,7363
20,43,2,82.41494444444025,16.711000000010245,0.0,0.0,18,1,0,0,1,4290
20,54,2,59.99929999996675,33.28000000002794,0.0,0.0,10,1,0,0,1,3397
20,12,2,0.0,0.0,33.12300000002142,88.88699999991029,0,0,1,3,1,2891
20,42,2,0.0,0.0,63.352600000030364,79.15587499998219,0,0,5,8,1,3286
20,31,2,58.39399999997113,110.4081249999872,0.0,0.0,2,8,0,0,1,2912
20,13,2,0.0,50.00199999992037,66.65599999999783,120.8180000000284,0,2,3,4,1,3960
20,63,2,0.0,0.0,133.33933333334667,49.98933333333116,0,0,3,3,0,3959
20,40,2,0.0,0.0,0.0,104.23074999995879,0,0,0,4,1,3927
20,1,2,50.004000000073574,55.582666666635,0.0,0.0,1,3,0,0,1,1463
20,32,2,0.0,0.0,33.325999999884516,116.64899999997579,0,0,1,1,1,1409
20,10,2,0.0,0.0,58.337999999988824,80.57366666665378,0,0,2,6,1,1918
20,55,2,122.18366666669802,66.68800000008196,116.62200000009034,0.0,3,2,1,0,1,1599
20,17,2,0.0,0.0,86.66333333333023,61.104833333345596,0,0,15,6,0,7260
20,70,2,33.29300000006333,75.01299999997718,0.0,0.0,2,6,0,0,0,3175
20,41,2,105.5339999999851,49.98850000006496,0.0,0.0,3,4,0,0,1,2191
20,27,2,25.018500000063796,77.81019999998001,0.0,0.0,2,15,0,0,1,3556
20,28,2,105.55533333328397,45.87200000000303,0.0,0.0,3,4,0,0,1,4396
20,29,2,0.0,0.0,83.34083333335973,69.46300000002763,0,0,6,6,0,2969
21,14,2,183.59200000000055,216.48300000000017,142.40999999999985,345.89400000000023,1,1,2,4,0,2926
21,69,2,166.65471428571462,150.02300000000105,156.65540000000038,208.29699999999866,7,1,5,2,1,3614
21,52,2,191.65999999999985,105.54666666666647,283.36599999999817,205.5476666666667,2,3,1,3,1,3051
21,29,2,316.6160000000018,158.37225000000035,242.83171428571274,199.98400000000402,2,4,7,2,1,4534
21,38,2,189.97839999999997,300.2210000000002,683.2360000000044,166.63400000000001,5,3,1,4,0,4286
21,64,2,233.38200000000143,244.39766666666642,136.1740000000003,222.1866666666659,2,3,6,3,1,3802
21,35,2,135.72642857142844,383.408500000005,208.3005000000012,172.21899999999974,7,2,2,3,1,4479
21,66,2,173.34559999999766,222.2307777777775,183.3268333333302,201.5357272727276,5,9,6,11,0,8182
21,40,2,133.30049999999756,249.96800000000317,316.68799999999464,202.40014285714383,4,3,3,7,1,5431
21,74,2,316.76050000000396,183.33199999999488,147.20683333333,300.0149999999994,4,1,6,1,1,3618
21,11,2,111.13133333332856,141.71899999999732,224.9502500000017,200.01050000000396,3,2,4,2,1,2967
21,2,2,141.63999999999942,150.01999999998952,394.44166666666814,183.31900000000314,2,2,6,1,1,3903
21,60,2,166.65024999999878,283.291000000012,230.54699999999625,225.0494999999937,4,1,6,2,1,3511
21,39,2,125.00900000000547,83.32400000000295,150.08000000000175,158.31500000000233,2,3,2,2,1,1768
21,65,2,199.9856666666698,133.34800000000178,316.7059999999983,249.9499999999971,3,4,2,1,1,2887
21,56,2,179.20449999999983,149.96399999999267,199.98459999999903,124.8695000000007,4,1,5,2,1,3065
21,27,2,139.57237499999974,161.13366666666602,135.72185714285712,333.3746666666654,8,3,7,3,1,4716
21,12,2,227.8156666666764,152.78033333333101,210.0106000000058,309.9546000000002,3,6,5,5,1,6069
21,48,2,124.99549999998999,138.88600000001802,208.3234999999986,108.3434999999954,2,3,2,4,1,2649
21,19,2,266.68600000001607,233.24300000001676,136.66900000000606,141.62149999999383,1,1,5,2,1,1955
21,17,2,155.54066666665798,166.82450000000244,233.3454999999958,205.4873333333429,3,2,2,3,1,3259
21,55,2,266.65200000000186,75.01200000000244,83.3585999999952,149.978666666672,1,4,5,3,1,2510
21,68,2,250.04025000000547,266.7269999999844,212.4727500000081,94.4356666666572,4,1,4,3,1,3448
21,46,2,244.48766666667265,0.0,203.28700000000535,116.6699999999837,3,0,5,1,1,2828
21,67,2,168.5338888888881,141.68074999999953,141.09966666667216,433.4070000000065,9,4,15,1,1,6552
21,18,2,266.6130000000121,83.31675000001269,183.3515000000043,76.25642857142624,1,4,2,7,1,3239
21,44,2,300.0515000000014,95.18599999999944,95.80450000000565,53.321799999996436,2,7,4,10,1,3964
21,28,2,349.95100000000093,293.33400000000256,205.52633333334234,100.03533333333326,1,5,3,6,1,4938
21,33,2,166.6700000000128,154.1655000000028,216.73749999998836,216.66080000000073,1,4,2,5,1,3474
21,3,2,188.8828333333222,166.66166666667172,206.67000000000698,104.18149999999878,6,3,5,4,1,4484
21,71,2,161.14083333333352,166.67633333333652,316.716499999995,88.8823333333324,6,3,4,6,1,4503
21,36,2,333.24800000000687,250.00299999999697,202.37385714286106,137.55125000000407,4,1,7,4,1,4593
21,49,2,185.7167142857174,216.66819999999717,145.83024999999907,233.27599999998347,7,5,4,2,1,4902
21,51,2,166.5899999999965,166.59600000001956,144.51533333333404,305.60133333331515,1,1,3,3,1,2104
21,70,2,158.32962499999485,83.31099999998696,180.9500000000033,272.16599999999744,8,1,7,3,1,5272
21,1,2,233.32850000000326,100.125,206.67339999999385,274.9805000000051,2,1,5,2,1,2948
21,54,2,333.29999999998836,146.68199999999487,166.6426666666715,183.32828571428712,1,5,3,7,1,4451
21,50,2,122.19400000000799,200.0138333333307,149.9939999999915,379.62988888888503,6,12,4,9,1,9559
21,23,2,124.9963333333338,183.34149999998044,171.43085714284098,86.09416666665736,6,2,7,6,1,4689
21,37,2,103.32379999998957,141.68249999999534,169.5228333333313,183.29850000000442,5,2,6,2,1,3500
21,62,2,170.87249999999767,83.34299999999348,174.99674999999115,216.57299999997485,4,1,4,1,1,2557
21,59,2,133.36633333332915,162.50599999999395,166.6699999999837,241.63624999999593,3,4,1,4,1,3140
21,43,2,87.49100000000908,138.92416666666395,150.0164999999979,195.22528571430095,4,6,2,7,1,3982
21,26,2,154.20025000000896,472.1866666666853,216.66399999998976,143.95800000000006,4,3,4,11,1,5907
21,5,2,383.62900000001537,137.44549999998708,174.97750000000815,216.93800000002375,1,4,2,1,1,2221
21,7,2,100.14833333331626,245.82700000000477,350.1049999999814,183.32000000000698,3,4,1,2,1,2747
21,8,2,200.0570000000007,274.9615000000049,200.0175000000163,399.98099999997066,2,2,2,1,1,2291
21,20,2,216.88400000002002,166.67149999999674,0.0,158.30500000002212,1,2,0,4,1,2083
21,73,2,156.6332000000053,199.99300000001676,199.9737272727282,272.2183333333426,5,1,11,3,1,5614
21,21,2,100.01500000001397,291.61449999999604,166.63899999996647,216.69200000000032,2,2,1,3,1,2035
21,13,2,138.97566666667504,163.36439999999712,299.90399999998044,199.94000000000233,3,5,1,1,1,2615
21,58,2,235.4308749999982,149.79200000001583,150.07555555556772,161.1036666666429,8,1,9,3,1,5347
21,24,2,91.71899999999732,283.4440000000177,233.3060000000114,122.21833333332324,4,1,2,3,1,2635
21,16,2,216.64000000001397,191.7060000000056,99.90400000001925,145.8365000000049,1,2,3,4,1,2270
21,25,2,341.6534999999858,199.97000000001086,233.34133333334466,224.99383333333148,2,3,3,6,1,4049
21,61,2,50.01233333333706,216.70733333332464,158.31549999999697,150.01457142856503,3,3,2,7,1,3165
21,63,2,233.33128571429657,183.31133333333614,223.345400000026,129.14824999998382,7,3,5,4,1,5467
21,15,2,166.7050000000163,151.59742857143283,77.82399999996414,192.85514285713103,3,21,3,7,1,9103
21,9,2,316.5909999999567,122.19333333333877,66.66250000000582,166.68633333335552,1,3,2,3,1,2001
21,53,2,183.38999999998487,100.01700000002165,116.67133333334156,266.5320000000065,2,2,3,1,1,2389
21,30,2,166.99400000000605,199.8465000000142,143.3111999999848,183.300499999983,1,2,5,2,1,2570
21,75,2,232.9990000000107,122.19600000001567,183.3943333333397,102.8344999999972,1,3,3,6,0,2786
21,6,2,237.50200000000768,166.8169999999809,133.27499999999418,233.33400000003166,4,1,2,1,1,2710
21,10,2,116.61666666667831,58.333500000007916,122.20333333330927,154.1662500000093,3,2,3,4,1,2344
21,22,2,124.96425000000454,241.76999999998952,146.6935999999987,123.33519999999552,4,2,5,5,1,4111
21,42,2,250.00199999997858,108.34249999999884,172.21999999999147,146.66180000000168,1,2,3,5,1,2561
21,4,2,158.35550000000512,133.33219999999272,216.64400000002934,266.7359999999753,2,5,2,1,1,2271
21,47,2,211.1626666666707,194.42500000000777,66.66533333334762,99.98133333335863,3,3,3,3,1,2547
21,32,2,83.30299999998533,99.93799999999464,266.7260000000242,100.00919999999459,2,2,1,5,1,2050
21,72,2,179.13450000001467,138.9126666666513,163.92616666665222,133.30550000001676,4,3,6,2,1,3543
21,31,2,131.94049999999697,233.36899999994785,191.6974999999802,233.2949999999837,12,1,4,1,1,4190
21,57,2,172.22222222222223,144.45066666667117,137.44749999999476,112.57824999997683,9,3,4,4,1,4411
21,41,2,283.4089999999851,227.72650000001886,341.6610000000219,240.52200000000553,1,6,2,7,1,5514
21,45,2,166.6414999999979,87.50024999999732,194.3996666666741,216.65400000003865,2,4,3,1,1,2417
21,34,2,300.0320000000065,149.99499999999534,127.7793333333102,316.6790000000037,1,1,3,1,1,1487
21,16,1,106.6625999999931,50.002000000094995,91.68624999996973,249.94599999999627,5,1,4,1,1,3501
21,22,1,108.3190000000177,72.2343333333265,112.52475000001141,66.65225000004284,2,3,4,4,0,3720
21,35,1,199.97933333332185,125.07749999998487,153.32019999998155,233.19966666664308,3,4,5,3,1,4217
21,2,1,66.6600000000326,77.7536666666856,112.47724999999627,123.81228571430049,1,3,4,7,0,4158
21,4,1,33.32700000004843,50.02700000000186,58.335499999986496,50.02099999994971,2,1,2,2,1,2069
21,61,1,86.11233333335258,80.62966666669429,102.8088333333532,95.78800000000047,6,6,6,4,0,4298
21,41,1,194.46466666665705,166.6929999999702,47.22499999997672,333.4760000000242,3,1,6,1,0,2330
21,53,1,299.95100000000093,153.36159999999217,161.03599999996368,136.67160000002477,2,5,3,5,1,4164
21,17,1,266.670999999973,144.41333333333023,216.6940000000177,83.33050000001094,1,3,1,4,0,2113
21,59,1,169.9997999999905,283.4289999999455,358.26249999995343,225.20749999996042,5,2,2,2,0,3188
21,12,1,300.02049999992596,161.10066666663624,291.5430000000051,391.65200000000186,2,3,2,2,0,3761
21,29,1,183.28900000004796,154.16362500003015,216.6744999999646,368.75125000003027,2,8,2,8,0,6624
21,19,1,138.88933333327682,179.65377777777354,200.02899999998044,333.2741428571753,3,9,1,7,0,6863
21,56,1,177.7693333333591,419.9771999999881,111.14433333332029,178.51942857140344,3,5,3,7,0,5473
21,6,1,58.32999999995809,195.23771428572945,149.99600000000405,162.52874999996857,2,7,3,4,0,3706
21,18,1,204.8375714285898,141.67149999999674,178.6072857142925,183.3279999999795,7,2,7,1,0,5123
21,26,1,166.87275000000955,58.32650000002468,158.5377500000468,116.64750000002095,4,2,4,2,0,2852
21,5,1,150.01599999998385,300.05300000001444,147.63342857141313,212.5367499999993,3,2,7,4,1,4271
21,55,1,246.66999999999535,108.32700000004843,183.3431999999797,172.19600000003507,5,2,5,3,0,4523
21,30,1,249.8996666666741,153.34140000001062,154.17025000002468,213.38459999999031,3,5,4,5,1,4373
21,24,1,194.48866666667163,109.52299999999481,138.8629999999733,289.9520000000251,3,7,3,5,0,4667
21,58,1,116.71800000005169,93.32840000006836,61.08333333337214,166.6538000000408,2,5,3,5,0,3047
21,46,1,194.4125000000155,277.20147368420334,219.27907692308787,161.7031499999983,12,19,13,20,1,19297
21,45,1,83.30666666664183,183.4127499999595,166.6149999999907,163.29580000001005,3,4,1,5,0,3131
21,11,1,483.3519999999553,199.98300000000745,216.6700000000419,144.4790000000503,1,2,1,3,0,2232
21,21,1,216.74049999995623,99.99199999996927,211.04533333331347,208.28900000004796,2,2,3,2,0,2181
21,7,1,138.86716666666325,224.97200000000885,179.1902499999269,111.0966666667179,6,2,4,3,0,3188
21,63,1,174.9659999999567,116.58450000002631,149.99499999999534,183.39449999999488,2,4,1,4,1,2451
21,52,1,166.650666666644,116.68049999995856,154.16700000001583,233.35600000002887,3,2,4,1,0,2254
21,74,1,241.65050000001793,163.91299999998105,199.9521666666842,175.9194444444341,4,6,6,9,0,6610
21,9,1,172.18066666667195,199.98650000005728,233.3475000000326,172.29366666668406,3,2,2,3,0,2495
21,38,1,158.3519999998971,244.42499999996895,166.6259999999893,143.3692000000039,2,3,2,5,0,2881
21,3,1,155.55533333332278,394.3935000000056,116.66866666668405,227.83983333333163,3,6,3,6,0,6523
21,57,1,122.21900000000217,211.09066666662693,133.28549999999814,83.37339999999385,3,3,2,5,0,2532
21,39,1,291.5835000000079,108.37900000001537,200.06266666661637,212.4982500000042,2,4,3,4,1,3755
21,75,1,211.14400000000992,94.3990000000146,124.99150000000373,141.7029999999795,3,3,4,2,0,2852
21,72,1,216.7314999999944,144.45733333336344,158.32200000004377,144.39499999997983,2,3,2,3,0,2207
21,34,1,136.61200000001116,195.28300000000414,91.68225000001257,142.86828571429942,5,7,4,7,0,6333
21,64,1,183.3619999999646,104.77714285716813,122.20066666661296,129.8916000000201,2,7,3,5,0,4603
21,20,1,327.8289999999882,200.07400000002235,162.4972500000149,174.96899999998277,3,2,4,2,0,4527
21,31,1,141.62900000001537,233.3547500000277,116.67499999998836,224.95300000003772,2,4,2,2,0,2872
21,1,1,266.47100000001956,133.43350000004284,316.65399999998044,316.78899999998976,1,2,1,1,1,2051
